brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
MSI,82990,slim,lite,13.3,170,16.0,8,1,0,12.0,75.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
MSI,68490,medium,medium,15.6,141,12.0,16,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
MSI,52990,medium,medium,15.6,141,12.0,8,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
Dell,303490,medium,heavy,17.0,266,20.0,32,1,1,14.0,97.0,6.0,0,0,1,1,0,0,1,1,0.0,0.0,4.0,13.0,intel,i7,nvidia,8.0,rtx4060,1,0,0,0,,1024.0,regular,high,high
Dell,201990,slim,lite,13.4,164,16.0,32,1,1,12.0,55.0,3.0,0,0,0,0,0,0,1,1,0.0,0.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,1024.0,regular,medium,high
Dell,279490,slim,medium,15.6,290,20.0,32,1,1,14.0,86.0,6.0,0,0,1,1,0,0,1,1,0.0,0.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,1,0,0,0,,1024.0,regular,medium,high
Lenovo,286200,thick,heavy,16.0,189,32.0,32,1,0,24.0,99.9,4.0,1,1,0,1,0,0,1,0,0.0,4.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,medium,high
Lenovo,169175,thick,heavy,16.0,189,16.0,16,1,0,8.0,80.0,4.0,1,1,0,1,0,0,1,0,0.0,4.0,2.0,7.0,amd,5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,high
Lenovo,157544,thick,heavy,16.0,141,16.0,16,1,0,12.0,99.9,4.0,1,0,1,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,high,medium
Lenovo,75999,medium,medium,14.0,157,12.0,8,1,0,10.0,45.0,3.0,1,1,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,high
Lenovo,133000,medium,medium,14.0,157,12.0,16,1,0,10.0,45.0,4.0,1,1,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0,regular,low,high
LG,205000,slim,lite,16.0,189,16.0,8,0,1,12.0,80.0,2.0,0,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,256.0,regular,medium,high
LG,142990,slim,lite,16.0,189,16.0,16,1,0,12.0,90.0,2.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,high
LG,146990,slim,lite,17.0,147,16.0,16,1,0,12.0,90.0,2.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,high
LG,89799,slim,medium,16.0,142,16.0,16,1,1,8.0,72.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
AXL,15990,slim,lite,15.6,141,2.0,4,1,0,2.0,18.5,2.0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0,regular,low,medium
MSI,59990,medium,lite,14.0,157,16.0,16,1,0,8.0,39.3,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Dell,40890,medium,medium,15.6,141,12.0,8,0,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
MSI,37990,medium,lite,14.0,157,8.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus,63990,medium,lite,14.0,162,12.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,high
Lenovo,35990,medium,medium,15.6,141,12.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Lenovo,41490,medium,medium,15.6,141,12.0,8,1,0,6.0,45.0,3.0,1,1,1,0,0,0,0,1,2.0,2.0,0.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,53990,medium,medium,15.6,141,12.0,8,1,0,6.0,50.0,3.0,1,0,0,1,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,popular,high,medium
Asus,64990,medium,medium,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,1,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium
HP,59990,thick,heavy,16.1,137,12.0,8,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,high,low
Acer,51990,medium,heavy,15.6,141,12.0,16,0,0,8.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0,popular,low,medium
Asus,37990,medium,medium,14.0,157,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,1,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Lenovo,31499,medium,medium,15.6,147,8.0,8,1,0,4.0,38.0,2.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus,35990,medium,medium,15.6,141,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,viral,medium,medium
Asus,94990,slim,medium,15.6,212,16.0,16,1,0,12.0,72.0,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,high
Dell,208990,slim,medium,14.0,216,16.0,16,1,0,10.0,80.5,6.0,1,0,0,1,0,0,1,0,0.0,1.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
Lenovo,36990,slim,lite,15.6,141,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
Lenovo,74000,thick,heavy,14.0,157,8.0,16,1,0,4.0,45.0,3.0,1,1,0,1,0,0,1,0,1.0,1.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Lenovo,31990,medium,medium,15.6,147,8.0,8,1,0,4.0,38.0,2.0,1,1,1,0,0,0,0,0,1.0,1.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,popular,low,high
Lenovo,51999,medium,medium,15.6,141,12.0,8,1,0,10.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
Lenovo,49990,medium,medium,14.0,157,12.0,8,1,0,10.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
Lenovo,36490,slim,lite,14.0,157,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
Acer,57990,thick,heavy,15.6,141,12.0,8,0,0,8.0,50.0,3.0,1,1,0,0,0,0,1,1,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Lenovo,35990,medium,medium,15.6,141,4.0,8,1,0,2.0,45.0,2.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,256.0,regular,high,medium
Lenovo,61601,medium,medium,15.6,157,8.0,16,1,0,4.0,45.0,3.0,1,0,1,0,0,0,1,1,1.0,1.0,1.0,11.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Dell,67990,medium,medium,15.6,141,12.0,8,0,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
Lenovo,59990,medium,medium,15.6,141,16.0,16,1,0,8.0,45.0,3.0,1,1,1,0,0,0,0,0,2.0,2.0,0.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Acer,44990,medium,medium,15.6,141,8.0,8,1,0,4.0,36.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Gigabyte,164990,slim,lite,14.0,243,20.0,16,1,0,14.0,63.0,2.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,low,high
Dell,304990,thick,heavy,15.6,141,20.0,32,0,0,14.0,87.0,6.0,1,0,0,1,0,0,1,0,0.0,0.0,1.0,12.0,intel,i9,nvidia,8.0,rtx3070ti,1,0,0,0,,1024.0,regular,medium,medium
Dell,36490,medium,medium,15.6,141,4.0,8,1,0,2.0,72.0,4.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
HP,44090,medium,medium,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,low,medium
Lenovo,41990,medium,medium,15.6,141,8.0,8,1,0,4.0,47.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
LG,124199,slim,lite,16.0,189,16.0,16,1,0,12.0,80.0,2.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Lenovo,59990,thick,heavy,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,medium,medium
Lenovo,82990,slim,lite,14.0,157,12.0,16,1,1,10.0,52.5,2.0,1,0,1,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Lenovo,65990,medium,medium,15.6,157,12.0,8,1,0,10.0,45.0,3.0,1,1,1,1,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,low,high
Infinix,66990,slim,medium,15.6,141,20.0,16,0,0,14.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,2.0,0.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
MSI,53990,medium,medium,15.6,141,12.0,16,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,medium
HP,56600,medium,lite,15.6,100,8.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,low
LG,127000,slim,lite,14.0,162,16.0,8,1,1,12.0,72.0,2.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Dell,80990,medium,lite,14.0,157,8.0,8,1,0,4.0,38.0,2.0,1,0,1,0,0,0,0,0,0.0,2.0,2.0,11.0,intel,i5,intel,0.0,Integrated,0,0,0,0,,512.0,regular,low,high
Lenovo,52990,medium,medium,14.0,141,12.0,8,1,0,10.0,45.0,3.0,1,0,1,1,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
Lenovo,73889,slim,medium,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i7,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,medium,medium
HP,67999,thick,heavy,16.1,137,12.0,8,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,low
Dell,173990,thick,heavy,16.0,141,16.0,32,1,0,14.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,medium,medium
Dell,163790,thick,heavy,16.0,141,16.0,16,1,0,14.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,medium
HP,29490,slim,lite,14.0,112,4.0,8,1,0,4.0,50.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,7.0,intel,7,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,low
Lenovo,38889,medium,medium,15.6,141,4.0,8,1,0,2.0,45.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Acer,34990,medium,medium,15.6,141,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,0,1.0,2.0,0.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Dell,76490,thick,heavy,14.0,162,12.0,8,1,1,10.0,54.0,3.0,1,0,1,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Infinix,48990,slim,lite,14.0,157,8.0,16,0,0,4.0,50.0,2.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
Dell,66499,medium,medium,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,1,1,0,0,1,1,1.0,2.0,0.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
Dell,72450,thick,heavy,14.0,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
Dell,81989,thick,heavy,14.0,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
HP,76990,thick,heavy,15.6,141,16.0,16,1,0,8.0,72.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,medium,medium
Asus,26990,medium,medium,15.6,141,2.0,8,1,0,2.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0,popular,low,medium
Dell,63990,medium,medium,15.6,141,12.0,8,0,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,0.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
HP,47990,medium,lite,14.0,157,16.0,8,1,0,8.0,45.0,3.0,1,1,0,0,0,0,1,1,0.0,3.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,1,0,0,,512.0,regular,high,high
MSI,247999,medium,heavy,17.0,178,20.0,32,1,0,14.0,90.0,3.0,1,1,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,high
Dell,93990,medium,heavy,16.0,142,12.0,8,1,1,10.0,86.0,6.0,1,0,1,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
Dell,43750,medium,medium,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,512.0,512.0,regular,low,medium
HP,54990,thick,heavy,15.6,141,12.0,8,1,0,6.0,72.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,5.0,amd,5,amd,4.0,rx5600m,0,0,1,0,,512.0,popular,low,medium
HP,68990,slim,medium,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
Lenovo,35418,slim,lite,14.0,157,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
MSI,89990,thick,heavy,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,1024.0,regular,low,medium
MSI,79990,thick,heavy,15.6,141,12.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,1,0,,1024.0,regular,low,medium
MSI,85990,thick,heavy,15.6,141,16.0,8,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
HP,28990,slim,medium,15.0,112,2.0,8,0,0,2.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,low
Acer,48990,thick,heavy,15.6,141,12.0,8,1,0,8.0,50.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,medium,medium
Acer,28990,medium,medium,14.0,112,8.0,8,0,0,4.0,50.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,low
Acer,24990,medium,lite,14.0,112,4.0,8,0,0,2.0,36.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,popular,low,low
Acer,107399,slim,lite,16.0,283,16.0,16,1,0,8.0,38.0,2.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,amd,0.0,Integrated,0,0,1,0,,1024.0,regular,high,high
Dell,149490,thick,heavy,15.6,141,16.0,16,1,0,14.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,medium
Dell,115490,thick,heavy,15.6,141,16.0,16,1,0,14.0,56.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
Dell,117990,thick,heavy,15.6,141,16.0,16,1,0,14.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium
Dell,88480,thick,heavy,15.6,141,16.0,8,1,0,10.0,56.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
Acer,62990,slim,lite,14.0,157,12.0,16,1,0,10.0,50.0,3.0,1,0,0,1,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Acer,58990,medium,medium,15.6,141,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Acer,49990,slim,lite,14.0,157,8.0,16,1,0,6.0,50.0,3.0,1,0,0,1,0,0,1,1,0.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus,110000,thick,heavy,15.6,141,16.0,16,1,0,8.0,90.0,6.0,1,1,1,1,0,0,1,0,0.0,2.0,2.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,low,medium
Asus,129990,thick,heavy,15.6,141,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,512.0,regular,low,medium
Asus,197990,medium,medium,14.0,216,16.0,32,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,medium,high
Acer,59990,slim,medium,14.0,157,12.0,8,1,0,10.0,50.0,3.0,1,1,0,1,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0,regular,medium,high
Acer,61999,slim,medium,14.0,157,12.0,16,1,0,10.0,50.0,3.0,1,1,0,1,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0,regular,medium,high
Asus,225960,thick,heavy,17.3,170,32.0,16,1,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,7.0,amd,5,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,high,high
Asus,133990,thick,heavy,15.6,141,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,high,medium
Asus,266990,medium,medium,14.0,216,16.0,32,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,7,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,medium,high
Asus,143690,thick,heavy,16.0,142,16.0,16,1,0,10.0,72.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,high,medium
Asus,134990,thick,heavy,17.3,127,16.0,16,1,0,8.0,90.0,4.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,low
ASUS,139990,thick,heavy,15.6,145,16.0,16,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,amd,8.0,rx7600s,0,0,1,0,,1024.0,regular,low,medium
Asus,175900,slim,lite,13.4,225,16.0,16,0,1,8.0,75.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
Asus,149990,medium,medium,14.0,216,16.0,16,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
Asus,209990,slim,lite,13.4,225,20.0,16,0,1,14.0,56.0,4.0,0,0,0,1,0,0,1,0,0.0,1.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,high,high
Lenovo,54990,medium,medium,15.6,141,12.0,8,1,0,10.0,45.0,3.0,1,0,1,1,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
Asus,63890,slim,medium,15.6,141,12.0,16,1,0,6.0,63.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,7.0,amd,3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,179990,thick,medium,16.0,189,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,high
Asus,169990,thick,medium,16.0,189,20.0,16,1,0,14.0,72.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
Dell,70490,thick,heavy,15.6,141,16.0,8,1,0,12.0,56.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
Asus,40810,medium,medium,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Asus,122990,medium,medium,15.6,141,16.0,16,1,0,12.0,70.0,3.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,1,0,0,0,,512.0,regular,medium,medium
Dell,220490,thick,heavy,16.0,216,24.0,16,1,0,16.0,86.0,6.0,1,1,1,1,1,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,high,high
Huawei,185990,slim,medium,16.0,189,16.0,16,1,1,12.0,84.0,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,high,high
Huawei,184990,slim,lite,14.2,264,16.0,16,1,1,12.0,60.0,2.0,0,0,0,1,0,0,1,1,0.0,0.0,2.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,medium,high
HP,66990,medium,medium,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
MSI,72990,thick,heavy,15.6,141,12.0,8,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,1,0,,512.0,regular,high,medium
