brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd
HP,41990,18.0,1.75,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,512.0,512.0
HP,54990,19.9,1.69,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
HP,46199,18.0,1.69,15.6,141,12.0,16,1,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,,,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
HP,56690,24.0,2.37,15.6,137,12.0,8,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
HP,67536,23.5,2.29,15.6,137,12.0,8,1,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Asus,58990,24.5,2.3,15.6,141,12.0,8,1,0,6.0,72.0,4.0,1,1,0,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Dell,45990,0.0,1.48,14.0,157,8.0,8,0,0,4.0,50.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,,11.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Acer,52128,17.9,1.8,15.6,141,16.0,8,0,0,12.0,50.0,3.0,1,0,0,1,0,0,1,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0
MSI,54990,21.7,1.86,15.6,141,16.0,8,1,0,8.0,51.0,3.0,1,1,1,0,0,0,1,0,,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,0,1,,512.0
HP,103060,22.5,2.37,15.6,141,16.0,16,1,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Apple,136990,15.6,1.38,13.3,227,8.0,8,0,0,8.0,58.2,,0,0,0,1,0,0,1,0,,,2.0,2.0,apple,M2,apple,10.0,Integrated,0,0,1,0,,512.0
Apple,118990,15.6,1.38,13.3,227,8.0,8,0,0,8.0,58.2,,0,0,0,1,0,0,1,0,,,2.0,2.0,apple,M2,apple,10.0,Integrated,0,0,1,0,,256.0
HP,58366,19.9,1.75,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Asus,74990,19.0,1.8,15.6,141,16.0,16,1,0,12.0,50.0,3.0,1,0,0,1,0,0,1,1,1.0,1.0,,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,74990,18.9,1.5,14.0,243,16.0,16,1,0,12.0,70.0,3.0,1,0,0,1,0,0,1,1,1.0,1.0,,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
HP,56990,17.0,1.41,14.0,157,12.0,16,1,0,6.0,43.0,3.0,1,0,0,0,0,0,1,1,2.0,,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Avita,16990,17.0,1.3,14.1,156,2.0,4,1,0,2.0,38.0,2.0,1,0,1,0,0,0,0,0,1.0,1.0,,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,128.0
HP,62990,17.9,1.74,15.6,141,16.0,8,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,58990,18.2,1.91,16.0,142,12.0,16,1,0,6.0,50.0,3.0,1,0,1,0,0,0,1,1,,1.0,2.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
HP,51149,17.0,1.41,14.0,157,12.0,8,0,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,0,0,,512.0
Asus,88990,20.6,2.1,15.6,141,16.0,16,1,0,8.0,56.0,4.0,1,1,0,0,0,0,1,0,,2.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0
HP,43700,17.9,1.69,15.6,141,12.0,8,1,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
Asus,82990,19.9,1.65,15.6,141,16.0,16,0,0,8.0,50.0,3.0,1,0,1,1,0,0,1,1,1.0,2.0,,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0
Dell,62790,19.0,1.85,15.6,141,8.0,8,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,,11.0,intel,i5,nvidia,2.0,Integrated,1,0,0,0,512.0,512.0
Xiaomi,45989,17.9,1.7,15.6,242,8.0,8,0,0,4.0,,,1,0,0,1,0,0,1,1,1.0,1.0,1.0,11.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
HP,57990,23.5,1.98,15.6,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1.0,,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Lenovo,49999,9.0,0.794,13.0,169,8.0,8,1,1,4.0,,,0,0,0,0,0,0,1,0,,,1.0,11.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Vaio,32990,19.9,1.77,15.6,141,8.0,8,0,0,4.0,,,1,0,1,0,0,0,1,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Dell,65999,18.3,1.3,14.0,112,8.0,8,0,0,4.0,,,1,1,1,0,0,0,0,0,,2.0,1.0,10.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Apple,109990,10.9,1.29,13.3,227,8.0,8,0,0,8.0,49.9,,0,0,0,0,0,0,1,0,,2.0,2.0,1.0,apple,M1,apple,0.0,Integrated,0,0,1,0,,512.0
MSI,100990,27.5,2.3,15.6,141,12.0,32,0,0,6.0,51.0,6.0,1,1,1,0,0,0,1,0,,2.0,1.0,10.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,512.0,512.0
Avita,22990,17.0,1.21,14.0,157,8.0,8,0,0,4.0,,,1,0,1,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Apple,72999,16.0,1.29,13.3,227,8.0,8,0,0,4.0,,,0,0,0,1,0,0,1,0,,,3.0,10.0,intel,i3,intel,0.0,Integrated,0,1,0,0,,256.0
Apple,201498,16.2,2.0,16.0,226,8.0,32,1,0,8.0,,,0,0,0,1,0,0,1,1,,,4.0,9.0,intel,i9,amd,4.0,Integrated,0,1,0,0,,2048.0
HP,90464,0.0,lite,14.0,157,8.0,8,1,0,4.0,50.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,8.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,87990,17.0,1.3,13.3,166,8.0,8,0,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,8.0,intel,i7,nvidia,4.0,mx130,0,0,1,0,,256.0
Dell,84999,24.13,2.77,15.6,263,12.0,16,1,0,6.0,,,1,1,1,1,0,0,1,0,,3.0,1.0,8.0,intel,i7,nvidia,6.0,rtx2060,0,0,0,0,512.0,512.0
Lenovo,99990,15.6,1.49,14.5,250,20.0,16,0,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0
Lenovo,129990,15.6,1.49,14.5,250,20.0,16,0,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0
HP,43890,0.0,1.75,15.6,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,1,1,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Dell,49800,23.5,1.68,15.6,141,12.0,16,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
Dell,74999,0.0,lite,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,1024.0
Acer,42990,0.0,1.75,15.6,141,6.0,8,1,0,5.0,50.0,3.0,1,0,0,1,0,0,0,0,,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Acer,58990,15.9,1.25,14.0,157,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
HP,415000,376.17,1.62,17.0,188,12.0,16,0,1,10.0,94.3,6.0,0,0,0,1,0,0,0,0,,,,12.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0
Fujitsu,74990,16.0,0.998,13.3,166,12.0,16,1,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Fujitsu,89990,16.0,0.998,13.3,166,12.0,16,1,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0
Asus,71590,17.9,1.7,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,1024.0
Dell,90440,15.54,1.58,14.0,162,12.0,8,0,1,6.0,54.0,4.0,1,0,1,1,0,0,1,1,,1.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Asus,44990,19.9,1.7,15.6,141,8.0,16,1,0,6.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Acer,72990,14.9,1.25,14.0,243,16.0,16,1,0,12.0,65.0,4.0,1,0,0,0,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,52850,17.9,1.7,15.6,141,12.0,16,1,0,10.0,42.0,,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,0,0,,512.0
HP,73990,17.9,1.74,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0
Asus,84990,19.9,1.8,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,512.0
HP,65990,22.5,2.37,15.6,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Lenovo,111490,17.7,1.49,14.0,243,16.0,16,0,1,12.0,72.0,4.0,1,0,0,1,0,0,1,1,,1.0,2.0,13.0,intel,i7,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,89990,0.0,lite,14.0,162,12.0,16,1,1,10.0,52.5,2.0,1,0,1,0,0,0,1,1,,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,60490,0.0,1.65,15.6,141,8.0,16,0,0,4.0,45.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,11.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0
HP,51990,242.0,1.74,15.6,100,12.0,8,1,0,10.0,41.0,3.0,1,1,0,0,0,0,0,0,,,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,91999,240.0,1.7,15.6,141,12.0,16,1,0,10.0,45.0,3.0,1,1,0,1,0,0,1,1,,,,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,66389,15.1,1.37,14.0,162,12.0,16,0,0,6.0,50.0,,1,0,0,1,0,0,1,0,,,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Asus,69990,234.3,1.8,15.6,141,12.0,16,0,0,6.0,50.0,,1,0,0,0,0,0,1,1,,,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0
Asus,73990,234.3,1.8,15.6,141,16.0,16,0,0,8.0,50.0,,1,0,0,0,0,0,1,1,,,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0
HP,28490,242.0,1.74,15.6,100,4.0,8,1,0,2.0,41.0,3.0,1,1,0,0,0,0,0,0,,,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Lenovo,76990,16.9,1.89,16.0,142,16.0,16,1,0,12.0,56.6,,1,0,0,0,0,0,1,0,,,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0
Lenovo,69450,16.9,1.4,14.0,162,12.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,,,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,88990,18.9,1.8,16.0,142,16.0,16,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0
Lenovo,42990,19.9,1.63,15.6,157,8.0,8,1,0,6.0,50.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Gigabyte,84990,22.7,2.08,15.6,141,12.0,8,0,0,8.0,,,1,1,0,1,1,0,1,0,1.0,1.0,2.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Lenovo,43990,0.0,lite,15.6,141,8.0,8,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,1,0,0,,512.0
HP,63700,23.5,2.29,15.6,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Dell,36990,0.0,lite,15.6,141,4.0,8,1,0,2.0,38.0,2.0,1,0,1,0,0,0,0,0,,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,64990,0.0,lite,15.6,141,12.0,8,0,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,1024.0
Asus,90990,25.0,2.2,15.6,141,16.0,16,1,0,10.0,90.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0
Lenovo,78652,17.9,1.5,14.0,157,12.0,16,1,0,10.0,52.5,,1,0,1,1,0,0,1,1,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,114990,20.0,1.8,16.0,283,16.0,16,1,0,10.0,70.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i7,nvidia,0.0,Integrated,0,0,0,1,,512.0
HP,64800,19.9,1.74,14.0,112,12.0,8,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,27990,19.9,1.7,15.6,100,2.0,8,1,0,2.0,,,1,0,1,0,0,0,0,0,,2.0,1.0,4.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0
Asus,20990,18.6,1.63,14.0,157,2.0,4,1,1,2.0,50.0,3.0,0,0,0,0,0,0,0,0,,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,64.0
Asus,20990,18.7,1.8,15.6,141,2.0,8,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,64.0
Asus,15990,18.7,1.8,15.6,141,2.0,4,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,64.0
Asus,16990,18.7,1.8,15.6,141,2.0,4,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,128.0
Asus,16990,18.7,1.47,14.0,157,2.0,4,1,0,2.0,50.0,3.0,0,0,0,0,0,0,0,0,,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,128.0
Asus,18990,18.7,1.47,14.0,157,2.0,4,1,0,2.0,50.0,3.0,0,0,0,0,0,0,0,0,,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,64.0
Asus,43990,19.9,1.88,16.0,142,8.0,8,1,0,6.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Gigabyte,94990,22.7,2.08,15.6,141,16.0,8,0,0,12.0,54.0,,1,0,0,0,1,0,1,0,1.0,1.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0
Gigabyte,130000,263.8,2.3,16.0,142,16.0,16,0,0,10.0,54.0,,1,1,0,0,1,0,1,0,,,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0
HP,33400,19.9,1.74,15.6,141,12.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,256.0
Lenovo,58990,0.0,lite,14.0,162,8.0,16,1,1,6.0,52.5,2.0,1,0,1,0,0,0,1,1,,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,69990,17.9,1.46,14.0,162,16.0,16,1,0,8.0,52.5,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Asus,103000,18.9,1.8,16.0,283,16.0,16,1,0,10.0,70.0,,1,0,1,1,0,0,1,1,,,,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Fujitsu,86990,0.0,0.868,14.0,162,12.0,16,1,0,10.0,64.0,4.0,1,1,0,0,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
Lenovo,63990,17.9,1.46,14.0,162,16.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Lenovo,96990,0.0,1.35,14.0,170,16.0,16,0,0,12.0,72.0,4.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,51990,17.9,1.62,15.6,157,8.0,16,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
Lenovo,48990,17.9,1.62,15.6,157,8.0,8,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
HP,62990,22.5,2.37,15.6,141,12.0,8,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Asus,79990,249.1,1.8,16.0,142,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,,,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Asus,79990,249.1,1.8,16.0,142,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Asus,94990,18.9,1.8,16.0,283,12.0,16,1,0,8.0,70.0,,1,0,1,1,0,0,1,1,,,,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
MSI,63500,24.9,1.86,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
MSI,91990,24.9,2.25,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,1,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,0,1,,512.0
Lenovo,47750,18.9,1.7,15.6,157,8.0,8,1,0,6.0,45.0,3.0,1,1,0,1,0,0,1,1,,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,1,0,0,,512.0
Lenovo,95790,17.7,1.49,14.0,243,16.0,16,0,1,8.0,72.0,4.0,1,0,0,1,0,0,1,1,2.0,1.0,,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,79000,0.0,1.7,14.0,112,8.0,8,1,0,4.0,,,1,1,0,1,0,0,1,0,,2.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
Asus,72990,18.9,heavy,15.6,141,12.0,16,1,0,6.0,70.0,6.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,512.0
Acer,41990,19.9,1.59,14.0,112,12.0,8,0,0,6.0,48.0,3.0,1,1,1,0,0,1,0,0,,3.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Acer,44990,19.9,1.59,14.0,112,12.0,16,0,0,6.0,48.0,3.0,1,1,1,0,0,1,0,0,,3.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Asus,40990,19.9,1.7,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,38990,17.9,1.38,14.0,141,8.0,8,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,44600,19.9,1.6,14.0,112,8.0,8,1,0,4.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
HP,190721,0.0,heavy,16.1,182,16.0,32,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4070,0,0,0,1,,1024.0
HP,54990,0.0,heavy,15.6,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0
Dell,84490,0.0,lite,14.0,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0
Dell,38990,0.0,1.66,15.6,141,4.0,8,1,0,2.0,50.0,3.0,1,1,1,0,0,0,0,0,,3.0,,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Fujitsu,109990,16.9,0.878,14.0,162,16.0,16,1,1,12.0,72.0,4.0,1,1,0,0,0,0,1,1,,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,1024.0
Asus,61990,22.8,2.3,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Asus,57990,22.8,2.3,15.6,141,12.0,8,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0
HP,64999,0.0,heavy,15.6,141,12.0,8,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Lenovo,52990,19.9,1.65,15.6,141,16.0,16,1,0,8.0,45.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
HP,176108,259.4,2.35,16.1,137,24.0,16,1,0,16.0,83.0,6.0,1,1,0,1,0,0,1,0,,,,13.0,intel,i7,nvidia,8.0,rtx4060,1,0,0,0,,512.0
Lenovo,58850,0.0,2.2,15.6,141,8.0,8,1,0,4.0,45.0,3.0,1,1,0,0,0,0,1,0,,,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Asus,60990,234.3,1.8,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,,,1.0,5.0,amd,5,nvidia,4.0,gtx2050,1,0,0,0,,512.0
MSI,49990,19.35,1.4,14.0,157,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,38990,17.9,1.38,14.0,141,8.0,8,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
MSI,249990,19.95,1.88,16.0,283,20.0,32,1,0,14.0,99.9,4.0,1,1,0,0,0,0,1,1,,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
Acer,44990,0.0,lite,14.0,157,8.0,8,1,0,8.0,40.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,39990,19.9,1.65,15.6,141,4.0,8,1,0,2.0,45.0,,1,0,1,0,0,0,0,0,,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,68990,19.9,1.63,14.0,142,12.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,87490,16.9,1.46,14.0,162,16.0,16,0,0,10.0,56.6,,1,0,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,39399,18.7,1.65,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,45990,21.0,1.65,15.6,141,6.0,8,0,0,5.0,41.0,3.0,1,0,0,0,0,0,0,0,1.0,2.0,,13.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,1024.0
Dell,49490,0.0,1.63,15.6,147,8.0,8,1,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,7.0,amd,5,amd,0.0,Integrated,1,0,0,0,,1024.0
Dell,35990,23.5,1.68,15.6,141,8.0,8,1,0,4.0,41.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
