brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type,thickness_num,weight_num
HP,52290,slim,medium,15,157,12.0,8.0,1,0,6.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,high,17.9,1.75
Asus,109990,slim,medium,15,212,20.0,16.0,1,0,14.0,,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i9,intel,,Integrated,0,0,1,0,,1024.0,regular,high,high,17.9,1.7
Honor,48990,slim,medium,16,142,12.0,16.0,1,0,8.0,60.0,,1,0,0,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium,18.0,1.75
Asus,58990,medium,lite,14,162,16.0,16.0,1,0,12.0,70.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,medium,high,18.9,1.5
MSI,35990,medium,lite,14,157,8.0,8.0,1,0,4.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,high,19.35,1.4
MSI,569990,thick,heavy,17,255,32.0,64.0,1,0,24.0,99.0,4.0,1,1,1,0,1,0,1,1,0.0,3.0,2.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,4096.0,regular,low,high,23.0,3.3
Acer,34990,medium,medium,15,141,8.0,8.0,0,0,4.0,40.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,popular,low,medium,18.9,1.78
Acer,62990,slim,medium,15,141,12.0,8.0,1,0,8.0,50.0,3.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium,17.9,1.78
Apple,322490,slim,heavy,16,254,,32.0,1,0,12.0,100.0,,1,0,1,1,1,0,1,0,0.0,0.0,3.0,,apple,M2,apple,,Integrated,0,0,1,0,,1024.0,regular,medium,high,16.8,2.16
Samsung,69990,,,14,157,16.0,8.0,1,0,12.0,,4.0,1,0,1,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high,,
Lenovo,57990,,heavy,15,141,8.0,8.0,1,0,4.0,45.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,low,medium,,2.32
HP,25999,medium,lite,14,112,8.0,8.0,1,0,4.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,5.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,popular,low,low,19.9,1.47
Honor,34990,,,14,141,12.0,8.0,0,0,6.0,,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium,,
Lenovo,30790,medium,medium,15,147,8.0,8.0,1,0,4.0,,,1,1,1,0,0,0,0,0,1.0,2.0,1.0,5.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,popular,low,high,19.9,1.74
Asus,61990,thick,heavy,15,141,12.0,16.0,1,0,6.0,,4.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium,24.5,2.3
Apple,94990,slim,lite,13,224,,8.0,0,0,8.0,52.6,,0,0,0,1,1,0,1,0,0.0,0.0,2.0,,apple,M2,apple,,Integrated,0,0,1,0,,256.0,popular,high,high,11.3,1.24
Samsung,63990,slim,medium,15,141,12.0,16.0,1,0,10.0,,,0,0,0,0,0,0,1,1,2.0,0.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,medium,medium,15.4,1.57
Asus,11990,thick,lite,11,135,2.0,4.0,1,0,2.0,,3.0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,,intel,7,intel,,Integrated,0,0,1,0,64.0,0.0,popular,low,low,49.53,1.24
Realme,32990,slim,lite,14,157,4.0,8.0,1,0,2.0,,,0,0,0,0,0,0,1,1,0.0,1.0,2.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,256.0,viral,medium,high,14.9,1.38
Lenovo,44690,,medium,15,141,6.0,8.0,1,0,5.0,47.0,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,13.0,intel,i3,intel,,Integrated,0,1,0,0,,512.0,regular,low,medium,,1.6
Acer,36990,medium,medium,15,141,4.0,16.0,1,0,2.0,36.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.7,1.59
Lenovo,94990,slim,lite,14,243,16.0,16.0,0,1,8.0,,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,1024.0,regular,high,high,17.7,1.49
Asus,74990,,lite,14,323,16.0,16.0,0,1,12.0,63.0,3.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,,1.4
Acer,57990,medium,heavy,15,141,12.0,16.0,1,0,8.0,50.0,3.0,1,1,0,0,0,0,1,1,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,high,medium,19.9,2.1
Lenovo,399999,,,16,236,32.0,32.0,1,0,24.0,99.0,,1,1,1,1,0,0,1,0,0.0,2.0,3.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,1024.0,regular,low,high,,
Lenovo,34990,medium,medium,15,157,8.0,8.0,1,0,6.0,,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,19.9,1.63
Dell,56340,slim,medium,15,141,8.0,8.0,1,0,4.0,,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium,16.96,1.83
Asus,70990,,heavy,15,141,16.0,16.0,1,0,8.0,90.0,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium,,2.3
Dell,61990,,medium,15,141,12.0,16.0,0,0,10.0,,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium,,1.65
Acer,48999,medium,medium,15,141,8.0,16.0,1,0,4.0,40.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,medium,18.8,1.78
Lenovo,60990,,lite,14,157,12.0,16.0,1,0,8.0,56.6,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,high,high,,1.46
Wings,27990,medium,medium,15,141,8.0,8.0,1,0,4.0,17.85,,1,0,0,0,0,0,1,0,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,1,0,0,,512.0,regular,high,medium,18.4,1.6
MSI,54990,medium,medium,15,141,12.0,16.0,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,1024.0,0.0,regular,high,medium,21.7,1.86
HP,23490,,medium,15,100,2.0,4.0,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0,regular,medium,low,,1.6
HP,131254,,,16,141,16.0,16.0,1,0,8.0,41.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,popular,high,medium,,
MSI,51990,medium,medium,15,141,12.0,16.0,1,0,6.0,52.4,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,medium,21.7,1.86
HP,89999,thick,heavy,16,137,16.0,16.0,1,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,7.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,regular,low,low,24.0,2.48
Lenovo,44990,,medium,15,141,8.0,16.0,1,0,4.0,47.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,medium,,1.62
Dell,62990,,medium,15,141,12.0,8.0,1,0,10.0,41.0,3.0,1,1,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium,,1.66
Lenovo,114990,,,15,184,,16.0,1,0,,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,high,,
Acer,36990,slim,medium,15,141,8.0,16.0,1,0,6.0,,3.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i3,intel,,Integrated,0,0,0,1,,512.0,regular,low,medium,17.9,1.76
Dell,71989,medium,medium,14,141,12.0,16.0,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,low,medium,19.5,1.59
Lenovo,62990,thick,heavy,15,141,12.0,8.0,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,low,medium,24.2,2.25
HP,83990,medium,medium,15,141,12.0,16.0,1,1,10.0,51.0,3.0,1,0,1,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,low,medium,18.6,1.6
Chuwi,22490,,lite,14,280,4.0,8.0,0,0,2.0,46.2,,1,0,0,0,0,0,0,0,0.0,2.0,1.0,10.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,medium,high,,1.47
Dell,42990,thick,medium,15,141,12.0,8.0,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,medium,23.5,1.68
Infinix,89990,slim,medium,15,141,20.0,32.0,1,0,14.0,70.0,,1,0,0,0,1,0,1,1,2.0,2.0,0.0,13.0,intel,i9,intel,,Integrated,0,0,1,0,,1024.0,regular,low,medium,16.95,1.8
Ninkear,56000,thick,medium,16,186,16.0,32.0,1,0,8.0,83.0,,1,1,0,0,0,0,1,0,0.0,0.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,2048.0,regular,medium,high,24.0,1.87
Ultimus,23990,,lite,14,156,4.0,8.0,1,0,2.0,17.85,,1,0,0,0,0,0,0,0,0.0,2.0,1.0,10.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,,1.3
Acer,89990,thick,heavy,15,141,16.0,16.0,1,0,10.0,,,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,medium,25.9,2.6
AXL,12989,,,14,156,2.0,4.0,1,0,2.0,18.5,2.0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0,popular,low,high,,
Infinix,34990,slim,lite,14,157,8.0,16.0,0,0,4.0,50.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high,14.8,1.24
Acer,36990,medium,medium,15,141,8.0,8.0,0,0,6.0,,3.0,1,0,0,0,0,0,0,0,0.0,2.0,0.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,18.9,1.78
Xiaomi,43990,,,14,243,16.0,8.0,1,0,12.0,,,1,0,0,1,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high,,
HP,89500,slim,lite,14,157,12.0,16.0,0,1,10.0,43.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high,17.0,1.41
Acer,64990,slim,lite,14,243,16.0,16.0,1,0,12.0,65.0,4.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,14.9,1.25
Acer,129990,thick,heavy,16,142,24.0,16.0,1,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,low,medium,66.04,2.6
Acer,114990,thick,heavy,16,142,24.0,16.0,1,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,medium,medium,66.04,2.6
Acer,99990,,heavy,16,142,20.0,16.0,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,1,0,,512.0,regular,medium,medium,,2.6
HP,44990,slim,medium,15,141,8.0,8.0,1,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium,17.9,1.69
HP,72799,thick,heavy,15,137,12.0,16.0,1,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,low,22.5,2.37
HP,35990,slim,,15,100,4.0,8.0,1,0,2.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,1,0,0,,512.0,regular,low,low,17.9,
HP,75999,,,15,137,12.0,16.0,1,0,8.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,low,,
Asus,69990,medium,lite,14,162,16.0,16.0,0,1,8.0,,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,high,19.0,1.5
Asus,56990,medium,lite,14,162,16.0,8.0,1,0,12.0,70.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,medium,high,18.9,1.5
Asus,49990,slim,medium,15,141,8.0,16.0,1,0,4.0,,,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium,17.9,1.63
Acer,32990,medium,medium,15,141,8.0,8.0,1,0,8.0,40.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium,18.9,1.7
Acer,64990,thick,heavy,15,141,12.0,8.0,1,0,6.0,57.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,7.0,amd,3,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,low,medium,26.9,2.5
Asus,44990,slim,medium,15,141,8.0,16.0,1,0,4.0,45.0,,1,0,0,0,0,0,0,0,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium,17.9,1.63
Asus,39990,slim,medium,15,141,8.0,8.0,1,0,4.0,,,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium,17.9,1.63
Lenovo,39990,medium,lite,14,157,8.0,8.0,1,0,6.0,,,1,0,1,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,19.9,1.43
MSI,308990,medium,heavy,17,255,20.0,32.0,1,0,14.0,,4.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,12.0,intel,i9,nvidia,16.0,Integrated,0,0,0,1,,2048.0,regular,medium,high,21.0,2.8
Infinix,26990,medium,medium,15,141,4.0,8.0,1,0,2.0,50.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,10.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium,18.2,1.76
Infinix,26990,medium,medium,15,141,4.0,8.0,1,0,2.0,50.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,10.0,intel,i3,intel,,Integrated,1,0,0,0,,256.0,viral,low,medium,18.2,1.76
HP,37990,slim,medium,15,141,4.0,8.0,1,0,2.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,17.9,1.69
HP,51990,slim,medium,15,141,8.0,8.0,1,0,4.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,viral,medium,medium,17.9,1.69
Asus,53990,medium,medium,16,283,12.0,16.0,1,0,6.0,,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,0,1,,512.0,regular,medium,high,20.0,1.8
Dell,108000,,medium,14,112,12.0,8.0,0,0,10.0,,4.0,1,1,1,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,low,,1.59
Dell,44550,,medium,15,147,8.0,8.0,1,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,high,,1.63
HP,143000,medium,medium,16,142,12.0,16.0,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,medium,19.9,1.8
Acer,42990,,medium,15,141,8.0,8.0,1,0,6.0,50.0,3.0,1,0,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium,,1.75
Dell,354490,medium,heavy,17,266,20.0,32.0,1,1,14.0,97.0,6.0,0,0,1,1,0,0,1,1,0.0,0.0,4.0,13.0,intel,i9,nvidia,8.0,rtx4070,1,0,0,0,,1024.0,regular,low,high,19.5,2.44
Lenovo,33900,medium,medium,15,141,8.0,8.0,1,0,6.0,,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium,19.9,1.7
HP,66999,slim,medium,15,141,16.0,16.0,1,0,8.0,,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,medium,17.9,1.75
Dell,89990,slim,medium,16,138,12.0,16.0,1,0,10.0,54.0,4.0,1,1,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,12.0,Integrated,1,0,0,0,,512.0,regular,high,low,18.0,1.91
Lenovo,31990,medium,medium,15,147,8.0,8.0,1,0,4.0,,,1,1,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,high,19.9,1.65
Lenovo,172990,,,16,184,20.0,32.0,1,0,14.0,,3.0,1,1,0,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i7,nvidia,16.0,rtx4090,0,0,0,1,,1024.0,regular,high,high,,
MSI,292990,medium,medium,16,283,20.0,32.0,1,0,14.0,99.9,4.0,1,1,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,low,high,19.95,1.88
Acer,47990,medium,heavy,15,141,12.0,8.0,1,0,8.0,,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,low,medium,19.9,2.1
HP,66150,slim,medium,15,141,16.0,16.0,1,0,12.0,41.0,,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,17.9,1.74
Asus,131990,thick,heavy,15,141,16.0,16.0,1,0,8.0,,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,medium,medium,24.9,2.2
Asus,179990,thick,heavy,16,189,32.0,16.0,1,0,24.0,,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,medium,high,30.4,2.5
Asus,79990,medium,medium,16,142,12.0,16.0,1,0,8.0,63.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,popular,medium,medium,18.9,1.8
HP,41490,slim,medium,15,141,8.0,8.0,1,0,6.0,,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium,17.9,1.69
MSI,76990,thick,heavy,15,141,12.0,16.0,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,1,0,,512.0,regular,low,medium,24.9,2.25
Asus,79990,medium,lite,14,162,16.0,16.0,1,0,12.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,high,18.9,1.4
Asus,87990,medium,medium,16,283,16.0,16.0,1,0,12.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,high,20.0,1.8
Asus,59519,,heavy,17,127,12.0,8.0,1,0,6.0,48.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,popular,medium,low,,2.6
Asus,61990,thick,heavy,15,141,12.0,16.0,1,0,6.0,48.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium,24.5,2.3
HP,54990,thick,heavy,15,137,12.0,8.0,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,low,23.0,2.37
Asus,159990,medium,medium,16,236,20.0,16.0,1,0,14.0,96.0,6.0,1,1,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i9,nvidia,6.0,rtx4050,1,0,0,0,,1024.0,regular,high,high,19.9,1.9
Realme,40990,slim,lite,14,185,8.0,8.0,1,0,4.0,,,0,0,0,1,0,0,1,1,0.0,1.0,2.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,high,14.9,1.37
HP,109990,thick,heavy,15,141,20.0,16.0,1,0,14.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium,22.5,2.37
Acer,84000,thick,heavy,15,141,16.0,16.0,1,0,8.0,57.0,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,7.0,amd,3,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,high,medium,26.9,2.5
Asus,64990,medium,medium,15,141,16.0,16.0,1,0,12.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,19.9,1.7
Lenovo,24551,,,15,141,2.0,8.0,0,0,2.0,,,1,1,0,0,0,0,0,0,1.0,1.0,1.0,,intel,7,intel,,Integrated,1,0,0,0,,256.0,popular,low,medium,,
Honor,40990,slim,medium,15,141,12.0,16.0,0,0,6.0,56.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,medium,medium,17.0,1.54
HP,41490,,medium,15,141,12.0,8.0,1,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium,,1.69
HP,45790,,medium,15,141,8.0,8.0,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,high,medium,,1.75
HP,56990,thick,heavy,15,137,12.0,8.0,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,high,low,23.0,2.37
HP,42990,slim,lite,14,157,8.0,8.0,1,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,popular,low,high,17.9,1.46
Asus,429990,medium,heavy,16,283,32.0,32.0,1,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,7.0,amd,5,nvidia,16.0,rtx4090,0,0,0,1,,2048.0,regular,medium,high,20.5,2.67
Acer,30990,medium,medium,15,141,8.0,8.0,1,0,8.0,40.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,,intel,i3,intel,,Integrated,1,0,0,0,,256.0,popular,low,medium,18.9,1.7
MSI,116990,thick,heavy,15,141,16.0,16.0,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,medium,medium,24.9,2.25
HP,67990,thick,heavy,15,137,12.0,16.0,1,0,8.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,high,low,22.5,2.37
Samsung,89990,slim,medium,15,157,12.0,16.0,1,0,10.0,54.0,,1,0,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0,popular,medium,high,15.4,1.57
Samsung,76990,slim,medium,15,157,12.0,16.0,1,0,10.0,54.0,,1,0,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,popular,medium,high,15.4,1.57
Asus,42990,,,15,141,12.0,8.0,1,0,10.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,,
MSI,154990,thick,heavy,17,127,20.0,16.0,1,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,low,27.2,2.7
