,brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
606,MSI,92990,thick,medium,15,141,12.0,16,0,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,medium
607,HP,67990,medium,medium,15,112,12.0,16,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,low
608,Lenovo,46700,,medium,14,157,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,1,0,0,,512.0,regular,medium,high
609,Dell,48990,medium,medium,16,138,8.0,8,1,0,6.0,,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,medium,low
610,HP,20890,slim,lite,15,100,2.0,4,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0,regular,low,low
611,Lenovo,61000,,medium,14,157,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,1,0,0,,512.0,regular,low,high
612,Dell,45499,,,15,141,12.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,0.0,3.0,0.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,medium
613,Dell,62290,medium,medium,16,142,12.0,8,1,0,6.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,medium
614,Acer,30990,medium,medium,15,141,8.0,8,0,0,4.0,,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,high,medium
615,Acer,30990,medium,medium,15,141,8.0,8,1,0,8.0,40.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,,intel,i3,intel,,Integrated,0,0,1,0,,256.0,regular,high,medium
616,Lenovo,33990,slim,medium,15,157,8.0,8,1,0,4.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,high,high
617,HP,58990,slim,lite,14,157,8.0,8,1,0,4.0,43.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
618,Razer,199990,slim,medium,14,216,16.0,32,1,0,8.0,68.1,,1,0,0,1,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,high
619,MSI,62990,thick,heavy,15,140,12.0,16,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,1,0,0,0,,512.0,regular,low,medium
620,MSI,74990,thick,heavy,15,140,12.0,16,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,nvidia,6.0,rtx3050,1,0,0,0,,512.0,regular,high,medium
621,MSI,93490,thick,heavy,15,140,16.0,16,0,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,nvidia,6.0,rtx3050,1,0,0,0,,512.0,regular,low,medium
622,MSI,59990,thick,heavy,15,140,12.0,8,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,1,0,0,0,,512.0,regular,low,medium
623,MSI,109990,thick,heavy,17,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,low,medium
624,MSI,109990,thick,heavy,15,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,medium
626,MSI,49990,,medium,15,141,12.0,8,1,0,6.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium
627,MSI,61990,,medium,15,141,16.0,16,1,0,8.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,medium
628,Asus,50749,medium,medium,15,141,12.0,8,1,0,10.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
629,MSI,100990,thick,heavy,15,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,low,medium
630,MSI,100990,thick,heavy,17,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,low,medium
631,MSI,84990,thick,heavy,15,141,12.0,16,1,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,512.0,regular,low,medium
632,HP,65990,medium,lite,14,112,12.0,16,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,low
633,Dell,80990,slim,medium,16,138,16.0,16,1,0,12.0,54.0,4.0,1,1,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,2.0,mx570,1,0,0,0,,512.0,regular,high,low
634,HP,72999,slim,medium,15,141,16.0,16,1,0,12.0,,,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
635,Lenovo,110990,slim,medium,14,157,16.0,16,1,0,12.0,52.5,3.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0,regular,medium,high
636,MSI,60990,medium,lite,14,157,12.0,8,0,0,10.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
637,MSI,53990,medium,lite,14,157,12.0,16,0,0,10.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
638,MSI,82990,slim,lite,13,170,16.0,8,1,0,12.0,75.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
639,MSI,68490,medium,medium,15,141,12.0,16,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
640,MSI,52990,medium,medium,15,141,12.0,8,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
641,Dell,303490,medium,heavy,17,266,20.0,32,1,1,14.0,97.0,6.0,0,0,1,1,0,0,1,1,0.0,0.0,4.0,13.0,intel,i7,nvidia,8.0,rtx4060,1,0,0,0,,1024.0,regular,high,high
642,Dell,201990,slim,lite,13,164,16.0,32,1,1,12.0,55.0,3.0,0,0,0,0,0,0,1,1,0.0,0.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,1024.0,regular,medium,high
643,Dell,279490,slim,medium,15,290,20.0,32,1,1,14.0,86.0,6.0,0,0,1,1,0,0,1,1,0.0,0.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,1,0,0,0,,1024.0,regular,medium,high
644,Lenovo,286200,,,16,189,32.0,32,1,0,24.0,99.9,4.0,1,1,0,1,0,0,1,0,0.0,4.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,medium,high
645,Lenovo,169175,,,16,189,16.0,16,1,0,8.0,80.0,4.0,1,1,0,1,0,0,1,0,0.0,4.0,2.0,7.0,amd,5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,high
646,Lenovo,157544,,,16,141,16.0,16,1,0,12.0,99.9,4.0,1,0,1,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,high,medium
647,Lenovo,75999,medium,medium,14,157,12.0,8,1,0,10.0,45.0,,1,1,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,medium,high
648,Lenovo,133000,medium,medium,14,157,12.0,16,1,0,10.0,45.0,,1,1,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0,regular,low,high
649,LG,205000,slim,lite,16,189,16.0,8,0,1,12.0,80.0,,0,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,256.0,regular,medium,high
650,LG,142990,slim,lite,16,189,16.0,16,1,0,12.0,90.0,,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,high
651,LG,146990,slim,lite,17,147,16.0,16,1,0,12.0,90.0,,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,high
652,LG,89799,slim,medium,16,142,16.0,16,1,1,8.0,72.0,,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,medium
653,AXL,15990,,,15,141,2.0,4,1,0,2.0,18.5,2.0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0,regular,low,medium
655,MSI,59990,medium,lite,14,157,16.0,16,1,0,8.0,39.3,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,high
656,Dell,40890,,medium,15,141,12.0,8,0,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,medium
657,MSI,37990,medium,lite,14,157,8.0,16,1,0,6.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
658,Asus,63990,medium,lite,14,162,12.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,high
659,Lenovo,35990,,medium,15,141,12.0,8,1,0,6.0,,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
660,Lenovo,41490,,medium,15,141,12.0,8,1,0,6.0,45.0,3.0,1,1,1,0,0,0,0,1,2.0,2.0,0.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
661,Asus,53990,,medium,15,141,12.0,8,1,0,6.0,50.0,3.0,1,0,0,1,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,popular,high,medium
662,Asus,64990,,medium,15,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,1,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium
663,HP,59990,thick,heavy,16,137,12.0,8,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,high,low
664,Acer,51990,medium,heavy,15,141,12.0,16,0,0,8.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0,popular,low,medium
665,Asus,37990,medium,medium,14,157,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,high
666,Lenovo,31499,medium,medium,15,147,8.0,8,1,0,4.0,,,1,1,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,high
667,Asus,35990,,medium,15,141,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,viral,medium,medium
668,Asus,94990,slim,medium,15,212,16.0,16,1,0,12.0,,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high
669,Dell,208990,slim,medium,14,216,16.0,16,1,0,10.0,80.5,6.0,1,0,0,1,0,0,1,0,0.0,1.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
670,Lenovo,36990,,,15,141,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium
671,Lenovo,74000,,,14,157,8.0,16,1,0,4.0,45.0,3.0,1,1,0,1,0,0,1,0,1.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
672,Lenovo,31990,medium,medium,15,147,8.0,8,1,0,4.0,38.0,,1,1,1,0,0,0,0,0,1.0,1.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,popular,low,high
673,Lenovo,51999,,,15,141,12.0,8,1,0,10.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium
674,Lenovo,49990,,,14,157,12.0,8,1,0,10.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,high
675,Lenovo,36490,,,14,157,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high
676,Acer,57990,,heavy,15,141,12.0,8,0,0,8.0,,3.0,1,1,0,0,0,0,1,1,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,Integrated,0,0,1,0,,512.0,regular,high,medium
677,Lenovo,35990,medium,medium,15,141,4.0,8,1,0,2.0,45.0,,1,0,1,0,0,0,1,0,1.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,256.0,regular,high,medium
678,Lenovo,61601,medium,medium,15,157,8.0,16,1,0,4.0,45.0,3.0,1,0,1,0,0,0,1,1,1.0,1.0,1.0,11.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
679,Dell,67990,,medium,15,141,12.0,8,0,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
685,Lenovo,59990,medium,medium,15,141,16.0,16,1,0,8.0,45.0,3.0,1,1,1,0,0,0,0,0,2.0,2.0,0.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
690,Acer,44990,medium,medium,15,141,8.0,8,1,0,4.0,36.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
703,Gigabyte,164990,slim,lite,14,243,20.0,16,1,0,14.0,63.0,,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,low,high
710,Dell,304990,thick,heavy,15,141,20.0,32,0,0,14.0,87.0,6.0,1,0,0,1,0,0,1,0,0.0,0.0,1.0,12.0,intel,i9,nvidia,8.0,rtx3070ti,1,0,0,0,,1024.0,regular,medium,medium
733,Dell,36490,medium,medium,15,141,4.0,8,1,0,2.0,,4.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
762,HP,44090,,medium,15,141,8.0,8,1,0,6.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,1024.0,regular,low,medium
767,Lenovo,41990,,medium,15,141,8.0,8,1,0,4.0,47.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,high,medium
784,LG,124199,slim,lite,16,189,16.0,16,1,0,12.0,80.0,,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
797,Lenovo,59990,thick,heavy,15,141,8.0,16,1,0,4.0,,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,medium,medium
805,Lenovo,82990,slim,lite,14,157,12.0,16,1,1,10.0,52.5,,1,0,1,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
806,Lenovo,65990,medium,medium,15,157,12.0,8,1,0,10.0,45.0,3.0,1,1,1,1,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,low,high
812,Infinix,66990,slim,medium,15,141,20.0,16,0,0,14.0,70.0,,1,0,0,0,0,0,1,1,2.0,2.0,0.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
844,MSI,53990,medium,medium,15,141,12.0,16,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,medium
851,HP,56600,medium,lite,15,100,8.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,amd,,Integrated,1,0,0,0,,512.0,regular,low,low
860,LG,127000,,lite,14,162,16.0,8,1,1,12.0,72.0,,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
865,Dell,80990,medium,lite,14,157,8.0,8,1,0,4.0,,,1,0,1,0,0,0,0,0,0.0,2.0,2.0,11.0,intel,i5,intel,,Integrated,0,0,0,0,,512.0,regular,low,high
868,Lenovo,52990,,,14,141,12.0,8,1,0,10.0,45.0,,1,0,1,1,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
882,Lenovo,73889,slim,medium,15,141,8.0,16,1,0,4.0,,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,,intel,i7,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,medium,medium
883,HP,67999,thick,heavy,16,137,12.0,8,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,low
884,Dell,173990,thick,heavy,16,141,,32,1,0,14.0,,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,medium,medium
885,Dell,163790,thick,heavy,16,141,,16,1,0,14.0,,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,medium
886,HP,29490,slim,lite,14,112,4.0,8,1,0,4.0,,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,,intel,7,intel,,Integrated,1,0,0,0,,512.0,regular,high,low
887,Lenovo,38889,medium,medium,15,141,4.0,8,1,0,2.0,45.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
888,Acer,34990,medium,medium,15,141,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,0,1.0,2.0,0.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
889,Dell,76490,,,14,162,12.0,8,1,1,10.0,54.0,3.0,1,0,1,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,high
890,Infinix,48990,slim,lite,14,157,8.0,16,0,0,4.0,50.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,high,high
891,Dell,66499,,medium,15,141,12.0,16,1,0,10.0,41.0,3.0,1,0,1,1,0,0,1,1,1.0,2.0,0.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
892,Dell,72450,,,14,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
893,Dell,81989,,,14,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
894,HP,76990,,heavy,15,141,16.0,16,1,0,8.0,,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,medium,medium
895,Asus,26990,,medium,15,141,2.0,8,1,0,2.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0,popular,low,medium
896,Dell,63990,,medium,15,141,12.0,8,0,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,0.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
897,HP,47990,medium,lite,14,157,16.0,8,1,0,8.0,45.0,3.0,1,1,0,0,0,0,1,1,0.0,3.0,1.0,5.0,amd,5,amd,,Integrated,0,1,0,0,,512.0,regular,high,high
898,MSI,247999,medium,heavy,17,178,20.0,32,1,0,14.0,90.0,3.0,1,1,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,high
899,Dell,93990,medium,heavy,16,142,12.0,8,1,1,10.0,86.0,6.0,1,0,1,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
900,Dell,43750,medium,medium,15,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,1024.0,0.0,regular,low,medium
901,HP,54990,,heavy,15,141,12.0,8,1,0,6.0,,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,5.0,amd,5,amd,4.0,rx5600m,0,0,1,0,,512.0,popular,low,medium
902,HP,68990,slim,medium,15,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
903,Lenovo,35418,,,14,157,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,high
904,MSI,89990,thick,heavy,15,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,1024.0,regular,low,medium
905,MSI,79990,thick,heavy,15,141,12.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,1,0,,1024.0,regular,low,medium
906,MSI,85990,thick,heavy,15,141,16.0,8,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
907,HP,28990,slim,medium,15,112,2.0,8,0,0,2.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,,intel,5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,low
908,Acer,48990,,heavy,15,141,12.0,8,1,0,8.0,,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,medium,medium
909,Acer,28990,medium,medium,14,112,8.0,8,0,0,4.0,,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,low
910,Acer,24990,medium,lite,14,112,4.0,8,0,0,2.0,36.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,popular,low,low
911,Acer,107399,slim,lite,16,283,16.0,16,1,0,8.0,,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,amd,,Integrated,0,0,1,0,,1024.0,regular,high,high
912,Dell,149490,thick,heavy,15,141,,16,1,0,14.0,,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,medium
914,Dell,115490,thick,heavy,15,141,,16,1,0,14.0,56.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
915,Dell,117990,thick,heavy,15,141,,16,1,0,14.0,,,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium
916,Dell,88480,thick,heavy,15,141,16.0,8,1,0,10.0,56.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
917,Acer,62990,slim,lite,14,157,12.0,16,1,0,10.0,50.0,3.0,1,0,0,1,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
918,Acer,58990,,medium,15,141,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
919,Acer,49990,slim,lite,14,157,8.0,16,1,0,6.0,50.0,3.0,1,0,0,1,0,0,1,1,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
