,brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
0,Acer,25990,medium,lite,14,157,4.0,8,1,0,2.0,45.5,2.0,1,1,0,0,0,0,0,0,1.0,3.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
1,Wings,34990,,medium,15,141,8.0,8,1,0,4.0,17.85,,1,0,0,0,0,0,1,0,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,medium
2,MSI,49990,medium,medium,15,141,12.0,16,1,0,8.0,51.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,intel,4.0,Integrated,0,0,1,0,,512.0,regular,low,medium
3,Acer,79745,thick,heavy,15,141,12.0,8,1,0,8.0,,,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,medium
4,Acer,35990,medium,medium,15,141,12.0,16,1,0,6.0,36.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,1.0,5.0,amd,5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
5,HP,92221,thick,heavy,16,137,16.0,16,1,0,8.0,70.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,7.0,amd,7,nvidia,6.0,rtx3050,0,0,0,1,,1024.0,popular,medium,low
6,Wings,45990,slim,lite,14,157,8.0,16,1,0,4.0,17.85,,1,0,0,0,0,0,1,0,1.0,2.0,2.0,11.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0,regular,low,high
7,HP,37650,slim,medium,15,141,4.0,8,1,0,2.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
8,Asus,49990,medium,medium,16,283,12.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,0,1,,512.0,popular,low,high
9,MSI,28990,medium,lite,14,157,4.0,8,1,0,2.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,popular,low,high
10,Apple,69990,slim,lite,13,227,,8,0,0,8.0,49.9,,0,0,0,1,0,0,1,0,0.0,2.0,2.0,,apple,M1,apple,,Integrated,0,0,1,0,,256.0,viral,high,high
11,HP,55999,thick,heavy,15,141,12.0,8,1,1,6.0,52.5,,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,medium,medium
12,Asus,85990,thick,heavy,15,141,20.0,16,1,0,14.0,76.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,medium,medium
13,Samsung,49990,medium,medium,15,141,12.0,16,1,0,10.0,43.0,4.0,1,1,0,0,0,0,0,0,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,popular,medium,medium
14,Dell,67190,thick,heavy,15,141,16.0,16,1,0,12.0,56.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
15,HP,45990,slim,medium,15,141,12.0,16,1,0,6.0,,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
16,Acer,34990,medium,lite,14,135,8.0,16,0,0,4.0,45.5,2.0,1,1,0,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,low
17,Acer,59990,,heavy,15,141,12.0,16,1,0,8.0,50.0,3.0,1,1,0,1,0,0,1,1,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,Integrated,0,0,1,0,,512.0,popular,low,medium
18,Asus,58990,,medium,15,141,16.0,16,1,0,12.0,70.0,3.0,1,0,0,1,0,0,1,1,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
19,Asus,57990,thick,heavy,15,141,12.0,8,1,0,6.0,90.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium
20,HP,62990,thick,heavy,16,137,12.0,16,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,low,low
21,Samsung,44990,medium,medium,15,141,12.0,8,1,0,10.0,43.0,4.0,1,1,0,0,0,0,0,0,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,popular,low,medium
22,HP,41990,slim,medium,15,141,8.0,8,1,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
23,Acer,79990,thick,heavy,15,141,12.0,16,1,0,8.0,,,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,medium
24,Asus,64990,medium,medium,15,141,16.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium
25,Acer,62990,slim,lite,14,243,16.0,16,1,0,12.0,,3.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,high,high
26,Lenovo,59990,,medium,15,141,12.0,16,1,0,10.0,,3.0,1,1,1,0,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
27,Asus,80980,thick,heavy,15,141,16.0,16,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,regular,low,medium
28,HP,38490,,lite,14,157,8.0,8,1,0,8.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
29,Asus,61990,medium,medium,16,283,16.0,16,1,0,8.0,,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,high
30,Infinix,37990,slim,lite,14,157,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,0.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,high
31,Lenovo,148990,,,16,236,20.0,32,1,0,14.0,99.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,high
32,HP,71960,thick,heavy,15,141,12.0,16,1,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
33,Honor,46990,slim,lite,14,162,12.0,16,1,0,8.0,60.0,,1,0,0,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
34,Wings,25990,medium,medium,15,141,8.0,8,1,0,4.0,17.85,,1,0,0,0,0,0,1,0,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,1,0,0,,256.0,regular,medium,medium
35,Acer,49990,medium,heavy,15,141,12.0,16,0,0,8.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0,popular,low,medium
36,MSI,63990,medium,medium,15,141,16.0,16,1,0,8.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,1024.0,0.0,popular,medium,medium
37,MSI,64990,medium,medium,15,141,16.0,16,1,0,8.0,52.4,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,medium,medium
38,Dell,37516,medium,medium,15,141,8.0,8,1,0,6.0,41.0,3.0,1,0,1,0,1,0,0,0,1.0,2.0,0.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
39,Asus,53981,medium,medium,16,142,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,0,1,,512.0,regular,low,medium
40,HP,22980,medium,lite,14,112,,8,1,0,,,,1,1,1,0,0,0,0,0,0.0,2.0,1.0,,amd,3,amd,,Integrated,1,0,0,0,1024.0,0.0,popular,low,low
41,Xiaomi,46990,slim,medium,15,242,8.0,16,0,0,4.0,,,1,0,0,1,0,0,1,1,1.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,viral,low,high
42,Lenovo,56990,,lite,14,141,12.0,16,1,0,8.0,56.6,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium
43,Infinix,29990,thick,lite,14,157,8.0,8,0,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,0.0,2.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
44,Asus,89990,thick,heavy,16,142,16.0,16,1,0,10.0,,4.0,1,0,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
45,Asus,55990,,medium,15,141,16.0,8,1,0,12.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
46,Acer,27990,medium,medium,15,141,4.0,8,1,0,2.0,36.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
47,Acer,24990,medium,lite,14,157,4.0,8,1,0,2.0,45.5,,1,1,0,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,256.0,popular,low,high
48,Acer,32990,medium,lite,14,135,8.0,8,0,0,4.0,45.5,2.0,1,1,0,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,low
49,HP,36850,slim,medium,15,100,12.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,low
50,Lenovo,36990,medium,medium,15,147,12.0,8,1,0,6.0,38.0,,1,1,0,0,0,0,0,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,high
51,Dell,67990,thick,heavy,15,141,16.0,8,1,0,12.0,41.0,3.0,1,1,0,0,0,0,1,0,1.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,medium,medium
52,Lenovo,18990,,medium,14,157,2.0,8,1,0,2.0,,,1,0,1,0,0,0,0,0,1.0,1.0,1.0,,amd,3,amd,,Integrated,1,0,0,0,,256.0,regular,low,high
53,Dell,35980,thick,medium,15,147,4.0,8,0,0,2.0,,3.0,1,0,1,0,0,0,1,0,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
54,HP,80990,thick,heavy,16,137,16.0,16,1,0,8.0,70.0,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,7.0,amd,7,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,low,low
55,HP,53999,thick,medium,15,141,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,0.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
56,Lenovo,58989,slim,medium,16,141,12.0,16,1,0,8.0,56.6,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium
57,MSI,126990,thick,heavy,15,141,20.0,16,1,0,14.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,low,medium
58,Acer,42999,medium,medium,15,141,8.0,16,1,0,4.0,36.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
59,Dell,84499,medium,medium,14,141,16.0,16,1,0,12.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,low,medium
60,Infinix,30990,slim,lite,14,157,4.0,8,0,0,2.0,50.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,256.0,popular,medium,high
61,HP,74990,slim,medium,15,141,16.0,16,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium
62,HP,62750,thick,heavy,16,137,12.0,16,1,0,6.0,70.0,4.0,1,1,1,0,1,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,medium,low
63,Asus,65990,medium,medium,15,141,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,medium,medium
64,Primebook,11990,medium,lite,11,135,,4,0,0,8.0,,,0,0,0,0,0,0,0,0,0.0,2.0,0.0,,mediatek,7,arm,,Integrated,1,0,0,0,64.0,0.0,popular,low,low
65,Acer,49990,slim,medium,15,141,16.0,16,1,0,12.0,,3.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,popular,low,medium
66,Dell,72990,thick,heavy,15,141,16.0,16,1,0,12.0,56.0,3.0,1,1,0,0,0,0,1,0,1.0,3.0,0.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,low,medium
67,Asus,29990,medium,medium,15,141,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,256.0,regular,high,medium
68,Acer,144990,thick,heavy,16,142,32.0,16,1,0,24.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,high,medium
69,Asus,109990,medium,lite,14,243,20.0,16,1,0,14.0,63.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i9,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,low,high
70,HP,87990,thick,heavy,15,137,16.0,16,1,0,10.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,regular,high,low
71,Asus,88990,thick,heavy,17,170,16.0,16,1,0,8.0,56.0,4.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,high
72,HP,56990,thick,heavy,15,141,12.0,16,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,low,medium
73,MSI,48990,,medium,15,141,12.0,16,1,0,6.0,,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0,regular,medium,medium
74,Lenovo,93050,thick,heavy,15,184,12.0,16,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,,512.0,popular,medium,high
75,Lenovo,89999,,,15,184,12.0,8,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,high
76,Walker,13990,,,14,156,2.0,4,1,0,2.0,18.5,2.0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0,regular,low,high
77,Asus,76990,thick,heavy,15,141,16.0,8,1,0,12.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,medium,medium
78,Lenovo,23990,slim,medium,15,100,2.0,8,1,0,2.0,,,1,0,1,0,0,0,1,0,1.0,1.0,1.0,,amd,7,amd,,Integrated,0,0,1,0,,512.0,regular,high,low
79,Infinix,23990,slim,lite,14,157,4.0,8,0,0,2.0,50.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
80,Acer,97989,thick,heavy,15,188,16.0,16,1,0,10.0,57.5,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,0,0,1,,1024.0,popular,medium,high
81,Asus,109990,thick,heavy,15,141,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0,regular,medium,medium
82,Asus,47741,medium,medium,15,141,12.0,8,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
83,Asus,75990,slim,medium,15,212,16.0,16,1,0,12.0,,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
84,MSI,59990,thick,heavy,15,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,1,0,,512.0,popular,medium,medium
85,Apple,126990,slim,medium,15,224,,8,0,0,8.0,66.5,,0,0,0,1,1,0,1,1,0.0,0.0,2.0,,apple,M2,apple,,Integrated,0,0,1,0,,256.0,regular,medium,high
86,Infinix,23990,medium,medium,15,141,4.0,8,1,0,4.0,40.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,5,intel,,Integrated,0,0,1,0,,512.0,viral,low,medium
87,Asus,69990,medium,medium,15,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
88,Acer,33999,medium,medium,15,141,8.0,8,0,0,4.0,40.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,popular,low,medium
89,Acer,47990,slim,medium,15,141,12.0,12,1,0,10.0,,3.0,1,1,0,1,0,0,1,1,0.0,3.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,0,1,,512.0,regular,low,medium
90,Xiaomi,59990,slim,lite,14,215,12.0,16,1,0,8.0,,,1,0,0,1,0,0,1,1,0.0,1.0,1.0,12.0,intel,i5,nvidia,2.0,mx550,1,0,0,0,,512.0,regular,low,high
91,Acer,69990,thick,heavy,15,141,16.0,16,1,0,8.0,,4.0,1,0,0,1,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,medium,medium
92,Infinix,37990,slim,lite,14,157,8.0,16,0,0,4.0,50.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,high
93,Dell,184999,slim,medium,15,145,12.0,16,1,0,6.0,,6.0,0,0,1,1,0,0,1,0,0.0,0.0,3.0,10.0,intel,i7,nvidia,4.0,Integrated,0,0,0,0,,512.0,regular,low,medium
94,Lenovo,177990,medium,medium,16,236,20.0,16,1,0,14.0,99.9,4.0,1,0,1,1,0,0,1,1,0.0,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,high,high
95,Dell,51487,,medium,15,141,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,1.0,2.0,0.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
96,Asus,94990,thick,heavy,16,142,16.0,16,1,0,10.0,,4.0,1,0,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,,1024.0,regular,high,medium
97,Ultimus,25990,,lite,14,156,8.0,8,0,0,4.0,,,1,1,0,0,0,0,0,0,0.0,2.0,1.0,10.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
98,Infinix,47990,slim,lite,14,157,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,0.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
99,MSI,45990,,medium,15,141,12.0,8,1,0,6.0,,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0,regular,high,medium
103,MSI,55990,medium,medium,15,141,12.0,16,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,1024.0,0.0,regular,medium,medium
104,Asus,70500,,,14,162,16.0,16,0,1,8.0,70.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,1024.0,regular,low,high
105,Asus,65500,,,14,162,12.0,16,0,1,6.0,70.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,1024.0,regular,low,high
106,Lenovo,40500,medium,medium,15,141,8.0,4,1,0,4.0,,3.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,4.0,amd,3,intel,,Integrated,0,0,1,0,,256.0,regular,high,medium
107,Lenovo,90000,,,14,157,16.0,16,1,0,8.0,50.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,2.0,4.0,amd,5,amd,,Integrated,0,1,0,0,,512.0,regular,medium,high
108,MSI,36990,medium,medium,15,141,8.0,8,1,0,4.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
109,MSI,29990,medium,medium,15,141,4.0,8,1,0,2.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
110,Lenovo,62990,,heavy,15,141,12.0,16,1,0,6.0,60.0,4.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,6.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
111,Lenovo,40990,medium,medium,15,157,8.0,8,1,0,6.0,45.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
112,Lenovo,34499,medium,medium,15,141,8.0,8,1,0,4.0,45.0,3.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
113,MSI,38990,medium,lite,14,157,8.0,16,1,0,4.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,high
114,Asus,85990,thick,heavy,15,141,16.0,16,1,0,12.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,high,medium
115,Lenovo,66290,slim,medium,15,141,8.0,8,1,0,4.0,42.0,,1,0,1,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
116,Lenovo,67990,medium,heavy,15,141,12.0,16,1,0,8.0,60.0,,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,low,medium
117,Asus,42990,medium,medium,14,157,4.0,16,1,0,2.0,,2.0,1,0,0,0,0,0,0,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
118,Lenovo,54990,,heavy,15,141,12.0,8,1,0,6.0,60.0,4.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,6.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
119,HP,52290,slim,medium,15,157,12.0,8,1,0,6.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,high
120,Asus,109990,slim,medium,15,212,20.0,16,1,0,14.0,,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i9,intel,,Integrated,0,0,1,0,,1024.0,regular,high,high
121,Honor,48990,slim,medium,16,142,12.0,16,1,0,8.0,60.0,,1,0,0,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
122,Asus,58990,medium,lite,14,162,16.0,16,1,0,12.0,70.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,medium,high
123,MSI,35990,medium,lite,14,157,8.0,8,1,0,4.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,high
124,MSI,569990,thick,heavy,17,255,32.0,64,1,0,24.0,99.0,4.0,1,1,1,0,1,0,1,1,0.0,3.0,2.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,4096.0,regular,low,high
125,Acer,34990,medium,medium,15,141,8.0,8,0,0,4.0,40.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,popular,low,medium
126,Acer,62990,slim,medium,15,141,12.0,8,1,0,8.0,50.0,3.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
127,Apple,322490,slim,heavy,16,254,,32,1,0,12.0,100.0,,1,0,1,1,1,0,1,0,0.0,0.0,3.0,,apple,M2,apple,,Integrated,0,0,1,0,,1024.0,regular,medium,high
128,Samsung,69990,,,14,157,16.0,8,1,0,12.0,,4.0,1,0,1,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high
